"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"Gypsy161-LTR_DR:Gypsy:LTR",155.937051446404,1.74426018663132,0.468042756907783,3.72671120509398,0.000193994520043592,0.0235680127672742
"Gypsy163-I_DR:Gypsy:LTR",5.21616403691495,0.0686684971079336,0.452482689730629,0.151759390284771,0.879376712918606,0.965317201502591
"Gypsy164-I_DR:Gypsy:LTR",52.9097229424392,-0.343426149080787,0.280847639298965,-1.22282013812908,0.221397637541466,0.49430622983717
"Gypsy164-LTR_DR:Gypsy:LTR",23.7621419074614,-0.308498966335986,0.271758579322864,-1.13519494804788,0.256293645774152,0.519334973748224
"Gypsy172-I_Dr:Gypsy:LTR",30.1123472161301,0.302679159310803,0.248789713168532,1.21660640810244,0.223754003447003,0.49430622983717
"Gypsy172-LTR_Dr:Gypsy:LTR",12.1790917702378,-0.516783095408919,0.719789194974114,-0.717964508243979,0.472779170904705,0.708121239730237
"Gypsy3-I_DR:Gypsy:LTR",19.9751243828478,0.674628961522864,0.541325048128869,1.24625484051545,0.21267085138151,0.484602793934497
"Gypsy3-LTR_DR:Gypsy:LTR",9.51644480753988,-0.409393961533003,0.384532402878135,-1.06465400176626,0.287032532770243,0.548382480244174
"Gypsy35-I_DR:Gypsy:LTR",11.5597081385622,-0.126341361399425,0.456586808413503,-0.276708304031871,0.782004095065685,0.919898088627152
"Gypsy35-LTR_DR:Gypsy:LTR",47.9772157189409,0.712121314553816,0.263935301513298,2.69809044288809,0.00697384909598344,0.0895124428269267
"Gypsy36-I_DR:Gypsy:LTR",66.9523472083486,0.222551857409464,0.250868865275092,0.887124263767937,0.375012002053039,0.633553674976638
"Gypsy36-LTR_DR:Gypsy:LTR",24.5370042031705,0.247140483349713,0.363274511027628,0.680313305358542,0.496306101532211,0.729354183990814
"Gypsy37-I_DR:Gypsy:LTR",109.304778293212,0.724007982642758,0.461846119101923,1.5676389877447,0.116965407880826,0.349861131537338
"Gypsy37-LTR_DR:Gypsy:LTR",49.7316231170522,0.919337296800672,0.418319932440686,2.19768943697424,0.0279712448068032,0.189945755110611
"Gypsy38-I_DR:Gypsy:LTR",11.2289557773191,-0.231900582591003,0.604147996073272,-0.383847309100198,0.701091621398561,0.883114166581542
"Gypsy38-LTR_DR:Gypsy:LTR",14.783971871924,0.24379338353627,0.500568344214073,0.487033162113042,0.626234830390335,0.831154604732722
"Gypsy39-I_DR:Gypsy:LTR",18.5137556254299,-0.15032147805916,0.389177573456064,-0.386254214815722,0.699308405561691,0.882693098234359
"Gypsy39-LTR_DR:Gypsy:LTR",49.2795250118122,0.0588800664593355,0.196213711577172,0.300081304135453,0.764115139565274,0.913531619034131
"Gypsy4-I_DR:Gypsy:LTR",68.0888615846455,0.707953543817504,0.252212264318453,2.8069750919155,0.00500091083801932,0.0818099488869384
"Gypsy4-LTR_DR:Gypsy:LTR",4.35893568858635,-1.32777075182548,0.886781955586408,-1.49729112490505,0.134317523189296,0.374697551513089
"Gypsy40-I_DR:Gypsy:LTR",50.6061373695417,-0.221211638400699,0.312566703146164,-0.707726178681467,0.479115317143846,0.712350339565778
"Gypsy40-LTR_DR:Gypsy:LTR",31.9622896659813,0.0023575036523143,0.411422337795549,0.00573013041767758,0.995428042427938,0.997128917572158
"Gypsy41-I_DR:Gypsy:LTR",63.5795535211715,-0.114388661384134,0.434338642468323,-0.263362846865455,0.792270923947736,0.925533083966595
"Gypsy41-LTR_DR:Gypsy:LTR",65.8425004138408,-0.515664126319539,0.334603176746099,-1.54112143026912,0.123287235068526,0.360268750315519
"Gypsy42-I_DR:Gypsy:LTR",8.72556397703419,-1.32918104887761,0.807388119776741,-1.6462727358995,0.0997076200512257,0.331486972891616
"Gypsy42-LTR_DR:Gypsy:LTR",53.1002623375809,-0.930179976886465,0.338215964571932,-2.75025449512344,0.00595489955482542,0.0887980610087202
"Gypsy43-I_DR:Gypsy:LTR",19.1984738969877,0.400679366049709,0.427624984113105,0.936987736768278,0.348764866024288,0.610790283503676
"Gypsy43-LTR_DR:Gypsy:LTR",40.2576666921985,-0.48271979809941,0.221379261884691,-2.18051046873055,0.0292196436863082,0.193651756195533
"Gypsy44-I_DR:Gypsy:LTR",74.732144824614,1.23567202096184,0.455816624534923,2.71089722149256,0.00671014220054242,0.0895124428269267
"Gypsy44-LTR_DR:Gypsy:LTR",73.5267220787591,0.706522908884346,0.465034156511104,1.51929250570539,0.128688885294265,0.368136163530399
"Gypsy45-I_DR:Gypsy:LTR",46.2978961216045,0.629272080970395,0.454795849423593,1.38363637611894,0.166469824105398,0.417822776343747
"Gypsy45-LTR_DR:Gypsy:LTR",29.5383286487199,-0.631860302942554,0.286507538225427,-2.20538805665001,0.0274268754130462,0.187911159924519
"Gypsy46-I_DR:Gypsy:LTR",113.980436766264,0.776770051588691,0.248883175852648,3.12102274059931,0.00180224116307962,0.0549089575309863
"Gypsy46-LTR_DR:Gypsy:LTR",27.0429439415889,0.366787631118559,0.253128405953672,1.44901805760073,0.14733253977637,0.388195092542965
"Gypsy47-I_DR:Gypsy:LTR",69.7178532501779,0.00628066663186135,0.268189371573836,0.0234187753041965,0.981316228585745,0.991584441782586
"Gypsy47-LTR_DR:Gypsy:LTR",73.3082218410621,-0.530926715052334,0.306981269449417,-1.72950850064752,0.0837181264212256,0.310953040993124
"Gypsy48-I_DR:Gypsy:LTR",24.7636209233217,-0.342746603531927,0.45396242466754,-0.755010954448352,0.450242409434928,0.694894677575368
"Gypsy48_LTR_DR:Gypsy:LTR",16.9335220410316,-0.458208062336805,0.4043494717438,-1.13319812280386,0.25713106233072,0.519334973748224
"Gypsy49-I_DR:Gypsy:LTR",62.5901422955394,0.248961746992646,0.379591844119108,0.655866955124902,0.511909731536916,0.742060260558431
"Gypsy49-LTR_DR:Gypsy:LTR",11.8097095626027,0.121187482994483,0.376827355737316,0.321599483554909,0.747756135131842,0.906800952064427
